CompanyCode,Category,ThisMonthRevenue,PreviousMonthRevenue,ThisMonthRevenueOfLastYear,RevenueGrowthRateFromLastMonth,RevenueGrowthRateInTheSameMonthLastYear,CumulativeRevenues,CumulativeRevenuesLastYear,GrowthRateOfCumulativeRevenues,CapitalStock,DataYear,DataMonth
2701,觀光事業,23329,23576,29075,-1.0476756023074312,-19.762682717110923,212642,292728,-27.35850345713427,4499678,2020,10
2702,觀光事業,74386,63103,148321,17.88029095288655,-49.847964886968136,652291,1259944,-48.22857206352028,1104855,2020,10
2704,觀光事業,188086,207869,225714,-9.51705160461637,-16.670654013486093,1623019,2364489,-31.35857261336382,3669233,2020,10
2705,觀光事業,175984,116944,214185,50.48570255848954,-17.835516025865488,1326938,1815234,-26.899892796190468,1865366,2020,10
2706,觀光事業,25359,23454,28809,8.122281913532872,-11.975424346558366,217136,285474,-23.938432221498278,4999983,2020,10
2707,觀光事業,502355,499371,513371,0.5975517200638403,-2.145816573199499,4373859,5349734,-18.241561169209536,1274019,2020,10
2712,觀光事業,63796,56442,38381,13.0293044186953,66.21765977957844,475963,370769,28.371843384964762,1050000,2020,10
2722,觀光事業,78584,67499,63512,16.422465518007673,23.7309484821766,636526,651546,-2.305286196216384,1115229,2020,10
2723,觀光事業,1746736,1850850,1921033,-5.6251992327849365,-9.073087240042208,16189744,19350524,-16.334338026195052,1800000,2020,10
2727,觀光事業,1446715,1321266,1225769,9.494605930978318,18.025092819283238,12338088,13660059,-9.677637556323877,769878,2020,10
2731,觀光事業,300405,321722,2684773,-6.625906838823581,-88.81078586532269,5945155,25716006,-76.88149940546755,700000,2020,10
2739,觀光事業,278758,261824,376608,6.467703495477879,-25.981922848160423,2217373,3618693,-38.724478699906285,1115260,2020,10
2748,觀光事業,218931,150386,201319,45.57937573976301,8.748304928993289,1421250,1912534,-25.68759561921513,754825,2020,10
2801,金融保險業,1991603,1992630,2494113,-0.051539924622232926,-20.14784414338885,22965757,26907350,-14.64875953967968,103847236,2020,10
2809,金融保險業,760400,1059797,687435,-28.25041022007045,10.614094423472764,7047553,7021079,0.37706455090449775,11212342,2020,10
2812,金融保險業,929974,920040,945979,1.0797356636667972,-1.6918980231062213,9371432,9982015,-6.116831120770706,39016943,2020,10
2816,金融保險業,682992,650699,719376,4.962816909200721,-5.0577166877960895,6705003,6747712,-0.6329404693027799,2236080,2020,10
2820,金融保險業,232931,209665,162928,11.096749576705694,42.965604438770505,2094907,1685689,24.27600820791973,13429600,2020,10
2823,金融保險業,18299458,22228793,24421927,-17.67678074108657,-25.069557369490127,254993295,285130687,-10.569676774215466,44635823,2020,10
2832,金融保險業,423079,428776,402136,-1.3286657835326603,5.207939602522528,4473852,4345846,2.9454794302421208,3622004,2020,10
2834,金融保險業,1828713,1802504,1726711,1.4540328343238074,5.907300063531188,18185593,19668885,-7.541312077425842,74885834,2020,10
2836,金融保險業,285896,305496,284710,-6.41579595150182,0.4165642232447052,3110132,3082805,0.8864329725688131,10809164,2020,10
2838,金融保險業,1124058,1095905,1159399,2.5689270511586315,-3.0482172228887547,11657800,11465523,1.6770015637315454,32933688,2020,10
2841,建材營造,34338,24537,37036,39.94375840567306,-7.284803974511286,285574,332284,-14.057252230020106,7609436,2020,10
2845,金融保險業,925018,780289,1032976,18.54812768089772,-10.451162466504544,9461338,9936330,-4.78035653002668,34481044,2020,10
2849,金融保險業,428229,485408,566244,-11.77957512031116,-24.373768198868326,4836005,5336902,-9.38553865144985,19579100,2020,10
2850,金融保險業,1402248,1423804,1268794,-1.5139724287893561,10.518177103611775,13552439,12956847,4.59673561013725,3159633,2020,10
2851,金融保險業,1420021,1356269,1288100,4.7005424440136885,10.241518515643195,14697820,13540108,8.550241992161363,5903887,2020,10
2852,金融保險業,445846,519676,506369,-14.206928932642649,-11.952350953553633,4778518,4997275,-4.377525751534587,3011637,2020,10
2855,金融保險業,480134,147954,692981,224.5157278613623,-30.71469491948553,6740247,5815567,15.900083345269687,13998378,2020,10
2867,金融保險業,11248622,8190481,12833176,37.33774609818398,-12.347325400976345,123170145,146891717,-16.149019484876742,23719714,2020,10
2880,金融保險業,3664037,3505897,3548943,4.51068585300709,3.2430501137944447,32281596,39628999,-18.540470830464326,128547788,2020,10
2881,金融保險業,32350037,21210963,30427876,52.51564485780302,6.317105406897282,402375822,372625990,7.983831723600385,115002639,2020,10
2882,金融保險業,43501365,35012385,51149121,24.245649075320067,-14.95188157778899,517187307,433849808,19.208836206284552,147025101,2020,10
2883,金融保險業,10073827,17275915,15933047,-41.68860520557088,-36.77400813541816,183160212,205250624,-10.762652784919183,149710975,2020,10
2884,金融保險業,4215588,4106126,4599730,2.6658217502336754,-8.35140323453768,46823880,45408277,3.1174999218754764,125671000,2020,10
2885,金融保險業,8527153,9260523,9080710,-7.919315140192406,-6.095966064327568,91848460,86812687,5.800733941111625,121374359,2020,10
2886,金融保險業,4175281,4240770,5692095,-1.5442714412712786,-26.647728121192635,50020937,55267372,-9.492825169975513,135998239,2020,10
2887,金融保險業,3444225,3951064,3696258,-12.827911671387758,-6.818598701714004,37100238,36723847,1.0249225795979382,117115661,2020,10
2888,金融保險業,11223749,13414474,16362696,-16.33105405400167,-31.40648093688229,230452794,223845392,2.951770389805478,130953940,2020,10
2889,金融保險業,641385,633205,570702,1.2918407150922686,12.385272874459874,6924377,5892329,17.51511159678965,28964816,2020,10
2890,金融保險業,3052721,3170790,3153541,-3.72364615758218,-3.1970410405318974,32433422,31006953,4.600481059844868,112810541,2020,10
2891,金融保險業,13071852,13092416,21433421,-0.1570680308355616,-39.011826436852985,173360213,219828100,-21.138283504247184,199969795,2020,10
2892,金融保險業,5547793,4758442,5260965,16.588433777274158,5.452003577290479,48939186,52319056,-6.4601127359790285,128358010,2020,10
2897,金融保險業,680152,601719,621136,13.034821901917672,9.501300842327606,6689028,7037562,-4.952482123780935,30330063,2020,10
2901,貿易百貨,9533,8876,11188,7.4019828751689944,-14.792634966035036,89416,108345,-17.471041580137523,730432,2020,10
2903,貿易百貨,3731320,2773285,3374254,34.54513329859715,10.582072363254216,28820569,29484754,-2.2526387705320516,14169405,2020,10
2904,其他,44673,43834,41049,1.9140393302003007,8.828473288021632,443878,427362,3.864639345566522,690344,2020,10
2905,貿易百貨,16749438,16179715,22106822,3.521217771759268,-24.234075797959555,165545801,184721824,-10.381027311640233,9093509,2020,10
2906,貿易百貨,477498,569773,532634,-16.19504609730542,-10.351573500752863,5376636,5970937,-9.95322844638957,2091110,2020,10
2908,貿易百貨,3461876,3901606,2995247,-11.270487076347534,15.578982300958819,34255814,31989561,7.084351673347441,5098875,2020,10
2910,貿易百貨,48211,46476,131950,3.7331095619244334,-63.46267525577871,408409,566851,-27.951260560535307,2087250,2020,10
2911,貿易百貨,460875,371767,490348,23.96877614204596,-6.0106291858027365,3246476,4084326,-20.51378856633873,1846777,2020,10
2912,貿易百貨,21671912,22106331,21770429,-1.965133879520758,-0.4525266819500893,214018116,212892414,0.5287656703446465,10396222,2020,10
2913,貿易百貨,31966,26106,28101,22.446947061978094,13.753958933845773,258456,251088,2.934429363410438,7900000,2020,10
2915,貿易百貨,189755,154100,230237,23.137573004542514,-17.58275168630585,2311848,2998596,-22.90231828495736,5648605,2020,10
2923,建材營造,680940,5636921,363285,-87.92000100764228,87.43961352657006,12149807,4701341,158.4327960894562,17402969,2020,10
2929,貿易百貨,323932,176192,786275,83.851707228478,-58.80169152014244,2148405,5645179,-61.94265939131425,949552,2020,10
2936,貿易百貨,957196,936471,915055,2.213095760573472,4.6052969493637,8645963,9785909,-11.648851425043906,765556,2020,10
2939,貿易百貨,105053,208545,198935,-49.62574024790813,-47.19229899213311,1579980,1942773,-18.673977865659033,455486,2020,10
3002,電腦及週邊設備業,81938,91648,54947,-10.594884776536311,49.121881085409576,675910,553937,22.019291002406405,1020000,2020,10
3003,電子零組件業,302733,283908,315620,6.630669089986898,-4.083074583359736,2692151,2883779,-6.645030704502668,1556548,2020,10
3004,鋼鐵工業,82026,85263,245370,-3.7964885120157628,-66.57048538941191,1441795,2352355,-38.70844324092239,526471,2020,10
3005,電腦及週邊設備業,2470818,2443731,2346253,1.1084280552974122,5.309103493953977,22555972,22271741,1.2761956957024598,5843961,2020,10
3006,半導體業,1526318,1596738,1033444,-4.4102413796126845,47.69237617132617,12399853,9939320,24.755546657115367,2857589,2020,10
3008,光電業,5137815,5124654,6613792,0.2568173383022542,-22.316652836980662,45789574,49001510,-6.5547694346561975,1341401,2020,10
3010,電子通路業,5029834,5835215,4633874,-13.802079272143358,8.544902170408605,48379804,45299747,6.799280799515282,2313901,2020,10
3011,電子零組件業,113920,116761,111116,-2.4331754609844043,2.5234889664854747,1090665,1129179,-3.4107966938811294,1127192,2020,10
3013,電腦及週邊設備業,461557,504617,478023,-8.533204390656676,-3.444604129926802,5040220,4706873,7.082132872503678,1559350,2020,10
3014,半導體業,464281,511233,334445,-9.184070668364523,38.82133086157664,3923676,3018096,30.005009781001004,1610801,2020,10
3015,電子零組件業,1314660,1571831,1251048,-16.361237308591065,5.084696990043548,12201996,11666783,4.587494256128704,1872619,2020,10
3016,半導體業,333834,334075,314613,-0.07213948963556087,6.109410609224668,3336986,3218008,3.6972561907863497,2774912,2020,10
3017,電腦及週邊設備業,3491096,3482204,3341663,0.2553555162190383,4.4718153805455545,32630663,29654745,10.03521696106306,3533101,2020,10
3018,其他電子業,116875,132687,66520,-11.916766525733493,75.69903788334334,1272223,875013,45.39475413508143,735121,2020,10
3019,光電業,1454608,1549190,1260772,-6.105255004228016,15.37438965966884,12821500,15409941,-16.79721551172714,2810839,2020,10
3021,電子零組件業,247367,248594,206335,-0.4935758706967988,19.88610754355781,2227714,2083028,6.9459459978454445,940000,2020,10
3022,電腦及週邊設備業,482887,500211,403255,-3.4633384711651685,19.747306295024238,4662132,4738929,-1.6205560370286198,1765977,2020,10
3023,電子零組件業,2003460,2053416,1421478,-2.432824133054384,40.942033573505896,17782703,15482729,14.855094344155994,2327774,2020,10
3024,光電業,81350,80576,106182,0.960583796664019,-23.386261324894985,1095255,1164183,-5.920718649902978,2771574,2020,10
3025,通信網路業,50253,38024,27780,32.161266568483065,80.8963282937365,453893,404276,12.273051083912971,709205,2020,10
3026,電子零組件業,1240269,1565645,1397822,-20.782233520370198,-11.27132066886914,12198021,12235617,-0.3072668914040052,1579907,2020,10
3027,通信網路業,77826,92884,43688,-16.211618793333617,78.14045046694744,704168,527861,33.40027014687578,988563,2020,10
3028,電子通路業,3185666,4137283,2030662,-23.001012983641683,56.87820031103158,27406311,22113352,23.935579734813608,2138248,2020,10
3029,資訊服務業,813292,786785,997883,3.3690271166837187,-18.498260818152023,8411833,7478473,12.480622715359138,1249632,2020,10
3030,其他電子業,296054,414314,402298,-28.54356840463996,-26.409278693903524,4304226,3640818,18.221399696441843,2362160,2020,10
3031,光電業,108241,135857,135015,-20.32725586462236,-19.830389216013035,1103770,1459170,-24.356312150057914,1816742,2020,10
3032,電子零組件業,870377,1111628,682215,-21.702493999791297,27.581041167373925,7375832,6302893,17.022960726130048,1132856,2020,10
3033,電子通路業,5304282,5890464,4268641,-9.951372251829396,24.26160925690401,48128620,39432458,22.05330948428323,3677512,2020,10
3034,半導體業,7567730,7974144,5635006,-5.096647364281356,34.298526035287274,65070408,53481602,21.6687712533368,6085114,2020,10
3035,半導體業,475415,500989,431468,-5.104702897668412,10.185459871879258,4540604,4335549,4.729620170363661,2485503,2020,10
3036,電子通路業,34693002,36376047,36441369,-4.62679465968361,-4.79775334455739,278754886,274854304,1.4191453228980544,9191902,2020,10
3037,電子零組件業,7936563,7924868,7829826,0.14757343592347533,1.3632103701921343,73252621,67792926,8.053487763605306,15047323,2020,10
3038,光電業,277628,311844,372174,-10.972152743038185,-25.403709017824998,3120922,3454847,-9.665406311770102,1624076,2020,10
3040,其他,13640,14316,16200,-4.721989382509081,-15.802469135802466,123720,164499,-24.78981635146718,630000,2020,10
3041,半導體業,164747,172399,150213,-4.4385408268029405,9.675593989867721,1661470,1633029,1.7416102224761472,1945397,2020,10
3042,電子零組件業,1086796,1177462,804851,-7.700121107942338,35.03070754711121,8901754,6801340,30.88235553582088,3097570,2020,10
3043,其他電子業,90462,90298,114013,0.1816208553899311,-20.656416373571435,858641,980818,-12.456643332402136,1948781,2020,10
3044,電子零組件業,4908088,5515802,4796460,-11.01769062776365,2.327299716874528,45347057,45248959,0.21679614773016104,5256058,2020,10
3045,通信網路業,10434304,10194706,10458468,2.3502198101642167,-0.23104722412498654,104871599,100771607,4.068598409867573,35093764,2020,10
3046,電腦及週邊設備業,124470,124890,108393,-0.3362959404275763,14.832138606736596,1315335,1473242,-10.718334122975042,714480,2020,10
3047,通信網路業,577632,647966,434708,-10.854581876209554,32.87816189258076,5300091,4454851,18.973474084767368,1864916,2020,10
3048,電子通路業,10544176,10185128,10091343,3.525218337953141,4.4873412785592555,85495904,79724386,7.239338287283894,2225725,2020,10
3049,光電業,362670,235354,349630,54.09553268693118,3.729657066041244,2514393,3628863,-30.711272373743512,8069485,2020,10
3050,光電業,87275,83628,96669,4.360979576218491,-9.717696469395566,818819,846776,-3.301581528054645,1459844,2020,10
3051,光電業,245185,204092,236948,20.13454716500402,3.476290156490032,1945409,2078028,-6.381964054382326,3253323,2020,10
3052,建材營造,476862,446649,112719,6.764372023669593,323.05378862481035,4577332,1060602,331.57866947262033,2287135,2020,10
3054,半導體業,7453,13083,14942,-43.03294351448445,-50.12046580109757,261385,98740,164.72047802309098,878480,2020,10
3055,電子通路業,287647,488513,237609,-41.117841285697615,21.058966621634703,2627704,1847919,42.19800759665332,1024419,2020,10
3056,建材營造,3947,2833,35609,39.32227320861278,-88.91572355303434,1645060,3164262,-48.01125823335742,2092877,2020,10
3057,電腦及週邊設備業,67339,87928,114293,-23.415749249385858,-41.082131014147855,799170,988518,-19.15473466340522,880868,2020,10
3058,電子零組件業,333236,388292,363459,-14.179019912849093,-8.315380826998368,3431037,3804797,-9.823388737953694,1619373,2020,10
3059,光電業,529412,558161,465912,-5.150664414031077,13.629183193392745,4782385,5262396,-9.121529432600664,2795433,2020,10
3060,電腦及週邊設備業,316756,325483,455142,-2.6812460251380257,-30.405016456402613,3244481,4457972,-27.220695867986606,1375631,2020,10
3062,通信網路業,434918,415999,520186,4.5478474707871905,-16.391829076522633,3881037,4866589,-20.25139168316864,3286054,2020,10
3090,電子零組件業,756783,829243,783367,-8.738090041158019,-3.393556276942991,7693719,7442071,3.381424337392105,1786571,2020,10
3094,半導體業,21079,21179,20481,-0.4721658246376128,2.9197793076509937,191769,192559,-0.4102638671783713,846320,2020,10
3130,資訊服務業,146138,143315,144256,1.9697868331995956,1.3046251109139309,1366972,1377612,-0.7723509957811052,331907,2020,10
3149,光電業,224076,247183,247296,-9.348134782731822,-9.389557453416149,2042606,2380496,-14.194100725227013,2063936,2020,10
3164,生技醫療業,35899,32946,22364,8.963151824197169,60.52137363620104,274248,289152,-5.154382470119522,878483,2020,10
3167,電機機械,236273,239693,149891,-1.4268251471674185,57.629877711136764,1824615,1533166,19.00961800613893,801341,2020,10
3189,半導體業,2462001,2277410,1997005,8.105303831984576,23.284668791515287,22012453,18088218,21.694978466093236,4508625,2020,10
3209,電子通路業,4334231,3855546,4332301,12.415491865484162,0.044549074498747884,34938109,32375894,7.913959070906273,1814290,2020,10
3229,電子零組件業,24441,32340,35782,-24.424860853432282,-31.69470683583925,332058,444891,-25.36194258818452,935158,2020,10
3231,電腦及週邊設備業,72192665,69115242,79900519,4.452596722442207,-9.646813433089214,684665107,707944029,-3.288243285684948,28406120,2020,10
3257,半導體業,122566,114280,71494,7.250612530626531,71.43536520547178,835911,537663,55.47117804275168,727389,2020,10
3266,建材營造,348186,567101,167516,-38.60247116474843,107.85238424986271,2597039,1691298,53.55301076451341,3523143,2020,10
3296,電子零組件業,227559,246606,253838,-7.723656358726065,-10.352665873509876,1972402,2369064,-16.74340583454056,967244,2020,10
3305,其他電子業,509244,604016,455148,-15.690312839394982,11.885364760473516,4197648,4307154,-2.5424212832882223,1182652,2020,10
3308,電子零組件業,22540,37662,40078,-40.15187722372684,-43.759668646140035,281103,501295,-43.92463519484535,985696,2020,10
3311,通信網路業,152751,159444,209154,-4.197712049371567,-26.967210763360967,1358806,1922812,-29.332352824925167,600000,2020,10
3312,電子通路業,1303331,1318532,1223096,-1.1528730436576435,6.55999202025025,11099598,10121454,9.664066052169977,1251140,2020,10
3321,電子零組件業,170919,183652,175920,-6.933221527671901,-2.8427694406548434,1551569,1886112,-17.73717573505709,1261448,2020,10
3338,電子零組件業,400295,459255,461542,-12.838183579928362,-13.270081596041095,4363169,3733549,16.863847240253175,877651,2020,10
3346,汽車工業,409797,453574,293514,-9.651567329697027,39.61753102066682,3367194,3323827,1.3047309622311871,757840,2020,10
3356,光電業,106706,106441,119794,0.24896421491718415,-10.92542197438937,967220,1179221,-17.978055004108644,898473,2020,10
3376,電子零組件業,1307394,1795256,1196840,-27.175065840192147,9.237157849002374,12238104,9080006,34.780791995071375,1917793,2020,10
3380,通信網路業,2659263,3473927,1365937,-23.45080941539647,94.68416186105215,25040211,12513375,100.1075728970002,5418176,2020,10
3383,光電業,40113,52280,71853,-23.272762050497324,-44.17352093858293,456600,603677,-24.363525527724267,700000,2020,10
3406,光電業,1653978,1860127,1468459,-11.082522859998267,12.633583913476643,12623969,9725638,29.800934396283303,1114730,2020,10
3413,半導體業,833111,839038,683719,-0.7064042391405395,21.84991202526184,8230230,5707709,44.19498261036083,827119,2020,10
3416,電腦及週邊設備業,209104,215510,128699,-2.9724838754582152,62.475232907792595,1486373,1388015,7.0862346588473475,721879,2020,10
3419,通信網路業,114630,147562,113898,-22.317398788305937,0.6426802928936417,1140549,1039377,9.733907908295064,1204804,2020,10
3432,電子零組件業,1896,3768,2447,-49.68152866242039,-22.517368205966488,25960,46712,-44.425415310840904,665860,2020,10
3437,光電業,518573,487424,427738,6.390534729516808,21.236130528501093,4492051,3241956,38.55990025774563,1445480,2020,10
3443,半導體業,930002,1407806,909109,-33.939619521439745,2.298184266133104,10555189,8322246,26.831014127676593,1340119,2020,10
3450,其他電子業,531077,535102,448988,-0.7521930398316583,18.283116697996388,5116158,4832497,5.869863964737071,1456813,2020,10
3454,光電業,399561,377622,492268,5.809778032000255,-18.8326277556128,4707712,5716608,-17.648507646492465,869573,2020,10
3481,光電業,24966227,26353648,22015142,-5.26462598271025,13.404796571378007,216809421,208408435,4.03102014560975,97110719,2020,10
3494,電腦及週邊設備業,32421,39956,64612,-18.85824406847532,-49.8220144864731,402125,835560,-51.87359375748002,1794506,2020,10
3501,電子零組件業,407525,484087,390955,-15.815752127200275,4.238339450831937,3817859,4217950,-9.485437238468924,1182579,2020,10
3504,光電業,369618,393003,434702,-5.950336256975138,-14.972095826566242,3228252,4078872,-20.854295010973626,1140597,2020,10
3515,電腦及週邊設備業,1513305,1576766,1338733,-4.0247570026243595,13.040090891910484,15030513,10892510,37.98943494199225,1206424,2020,10
3518,其他電子業,67706,60320,50356,12.244694960212202,34.45468265946461,538828,447818,20.32298835687713,807522,2020,10
3528,電子通路業,396441,482196,341839,-17.78426200134385,15.97301653702474,4215802,3372422,25.008139550744247,656159,2020,10
3530,半導體業,421313,401638,208415,4.898689865002813,102.15099680925077,2488692,1824494,36.404504481790575,781059,2020,10
3532,半導體業,994117,950116,895329,4.631118726555494,11.033709396210778,9975762,9795136,1.844037693810479,3878483,2020,10
3533,電子零組件業,1389059,1656325,1173693,-16.136084403725118,18.34943209169689,13844249,12224938,13.245964928411091,1034779,2020,10
3535,光電業,88170,74940,9535,17.65412329863891,824.6984792868379,842609,1582098,-46.74103626956104,790523,2020,10
3536,半導體業,40121,46939,68095,-14.525234879311444,-41.08084294001028,425585,1015313,-58.083369364915065,1068000,2020,10
3543,光電業,272027,314979,207814,-13.6364646531991,30.89926568951081,2496433,2430932,2.694480964502504,900281,2020,10
3545,半導體業,1279427,1364448,1034823,-6.231164544196628,23.637279032259627,10772469,7387653,45.817203379747255,2100228,2020,10
3550,電子零組件業,317318,341291,312330,-7.024211010545253,1.59702878365831,2784805,2839000,-1.9089468122578368,850000,2020,10
3557,其他,439650,379223,420200,15.934423808682489,4.6287482151356505,3772169,964485,291.1070675023458,723004,2020,10
3563,光電業,184160,167571,171929,9.899684312918104,7.11398309767404,2025893,2265066,-10.559206663293695,447282,2020,10
3576,光電業,1026152,1182764,1132183,-13.241187591100168,-9.365182130450645,10820861,15390814,-29.692731001752087,26655728,2020,10
3583,半導體業,315733,363145,181125,-13.055941841413212,74.31773636991028,2757068,3388119,-18.62540837556178,811390,2020,10
3588,半導體業,125551,142976,93758,-12.187360116383172,33.909639710744685,1164120,855860,36.017572967541426,477742,2020,10
3591,光電業,141693,181572,155673,-21.963188156764254,-8.980362683316953,1600911,1934369,-17.238593050240155,1225563,2020,10
3593,電子零組件業,69693,71092,36330,-1.9678726157654869,91.83319570602808,553709,453375,22.130465949820792,830424,2020,10
3596,通信網路業,3318524,3280606,2574228,1.15582304001151,28.913367425107644,27961806,27744709,0.7824807245230072,2084400,2020,10
3605,電子零組件業,684637,773542,663560,-11.493235015034735,3.1763517993851345,6618000,5903854,12.09626796326603,1223958,2020,10
3607,電子零組件業,341699,337286,330680,1.3083851686699122,3.332224507076328,2530085,3721488,-32.014156702910235,1216622,2020,10
3617,其他電子業,944941,968694,915371,-2.452064325782961,3.2303841830252438,7574108,7703238,-1.6763080668155392,809510,2020,10
3622,光電業,92032,123281,103988,-25.347782707797638,-11.497480478516753,718533,697870,2.9608666370527463,1513276,2020,10
3645,電子零組件業,202989,211015,152114,-3.803521076700709,33.445310753776766,1617438,1483249,9.046963793671862,1297848,2020,10
3653,電子零組件業,502042,571133,518267,-12.09718226752788,-3.13062571994744,5634502,4479825,25.775047016345507,1210254,2020,10
3661,半導體業,573581,652246,416935,-12.060633564636655,37.57084437622171,5737281,3307845,73.4446747051328,618717,2020,10
3665,其他電子業,2166162,2043323,2057806,6.011726976107058,5.265608128268651,18447775,19372845,-4.775085951495508,1305693,2020,10
3669,光電業,486553,618673,169537,-21.355384831728554,186.98927077865008,3281134,1765258,85.87277327166909,929199,2020,10
3673,光電業,7714177,10590404,14478346,-27.158803384648966,-46.71921088223751,96807307,114140502,-15.185840868301067,4066637,2020,10
3679,電子零組件業,484805,537464,382475,-9.7976794724856,26.754689849009736,3706348,3106087,19.325311879544905,622962,2020,10
3682,通信網路業,991846,1048167,1300255,-5.3732849822595075,-23.719116634813943,11057163,11849124,-6.6837092767364075,38171963,2020,10
3686,半導體業,10414,10457,9347,-0.41120780338529217,11.415427409864128,84420,126258,-33.1369101363874,1135136,2020,10
3694,通信網路業,990832,970882,639715,2.054832616116068,54.88647288245547,7861884,6325437,24.289973957530524,1504418,2020,10
3698,光電業,846548,941126,710190,-10.049451401831424,19.20021402723215,7497777,7683569,-2.418042969354476,5149163,2020,10
3701,電腦及週邊設備業,587564,709854,609377,-17.227486215475295,-3.5795574824780063,5676052,5818316,-2.4451061097403444,1903445,2020,10
3702,電子通路業,50553966,58327675,48723667,-13.327651067867867,3.756488607476937,501395488,430552649,16.453931746684013,18790568,2020,10
3703,建材營造,1811323,1908530,1571880,-5.093291695702977,15.23290581978268,16458074,18644323,-11.726084127592086,8232159,2020,10
3704,通信網路業,1737907,2201533,1411531,-21.059234633321413,23.12212767555229,16839366,20403593,-17.468624276126267,4411773,2020,10
3705,生技醫療業,661566,692967,692240,-4.531384611388421,-4.431122154166185,6531249,6607279,-1.1507006136716793,2664229,2020,10
3706,電腦及週邊設備業,3724027,4192784,3242479,-11.180089410759056,14.851229568487568,34843417,28754946,21.173647830880988,12065567,2020,10
3708,化學工業,1158096,1116660,531144,3.7107087206490794,118.03804617956713,7630501,5154608,48.032614701253706,935046,2020,10
3711,半導體業,47914576,43925748,38784584,9.080842516330057,23.54026022297932,376015903,335944247,11.928067337911576,43385311,2020,10
3712,電腦及週邊設備業,711708,634603,886519,12.150115899231489,-19.718810313146136,5291931,7089616,-25.35659195081934,2462421,2020,10
4104,生技醫療業,577013,573907,549178,0.5412026687250722,5.068484170888127,5582174,5303767,5.249231348209678,1411489,2020,10
4106,生技醫療業,174691,206408,159483,-15.366167977985349,9.535812594445805,1624938,1678818,-3.2094008999188715,1009115,2020,10
4108,生技醫療業,7778,7156,4477,8.69200670765791,73.73241009604645,67815,85837,-20.99560795461165,1636163,2020,10
4119,生技醫療業,205214,190075,179896,7.9647507562804165,14.073687019166627,2396299,2015684,18.882672085505465,794853,2020,10
4133,生技醫療業,48878,42920,37199,13.881640260950606,31.39600526895884,385847,348032,10.865380194924603,605535,2020,10
4137,生技醫療業,440677,414132,441326,6.40979204698019,-0.14705682420704874,3045345,4162670,-26.841546411317736,794923,2020,10
4141,生技醫療業,637392,830079,544799,-23.21309176596445,16.995809463673762,6877924,6094805,12.848959072521598,1750753,2020,10
4142,生技醫療業,614442,447539,163585,37.29350961592174,275.6102332120916,1662254,835884,98.86180379095666,4295077,2020,10
4148,生技醫療業,164239,162315,148490,1.1853494747866802,10.60610142097111,1248214,1543625,-19.13748481658434,640340,2020,10
4155,生技醫療業,205049,129401,120663,58.46013554763874,69.93527427629016,1237060,986987,25.33701051786903,949336,2020,10
4164,生技醫療業,154413,349580,153667,-55.8289947937525,0.4854653243702292,2174405,2493639,-12.801933238933143,1512898,2020,10
4190,生技醫療業,250780,269073,270632,-6.79852679384405,-7.335422270832717,2144855,2604359,-17.64365051054789,609147,2020,10
4306,塑膠工業,1244703,1293307,1396588,-3.758117755490383,-10.875433556639466,11251099,13558679,-17.019209614741968,5700401,2020,10
4414,紡織纖維,1621854,1588651,1342812,2.090012217913185,20.780421980143164,15088364,13336903,13.132441617068071,8200469,2020,10
4426,紡織纖維,81469,109515,180678,-25.60927726795416,-54.90928613334219,1022478,2023454,-49.468680780487226,1726771,2020,10
4438,紡織纖維,783353,1834130,1429215,-57.29021388887374,-45.18998191314814,11222943,14572474,-22.985328366343282,1033752,2020,10
4439,紡織纖維,422206,574852,656615,-26.553965194519638,-35.69961088308979,4544853,6466798,-29.720195373351693,315000,2020,10
4526,電機機械,467696,687563,918320,-31.97772422308937,-49.07047652234515,6215267,9053625,-31.350514296759588,2548264,2020,10
4532,電機機械,1555921,1436038,1193844,8.348177415917963,30.32866940739326,15665206,16679618,-6.081745996820789,5049151,2020,10
4536,其他,627635,704355,515427,-10.892234739584444,21.769911161037353,5849930,6113812,-4.31616150447544,908200,2020,10
4540,電機機械,286516,195344,192324,46.67253665328857,48.97568686175412,2245256,1764380,27.254673029619468,941780,2020,10
4545,電子零組件業,163404,165709,213155,-1.3909926437308775,-23.34029227557411,1502347,1498704,0.2430766849224397,770000,2020,10
4551,汽車工業,670606,733039,663811,-8.517009326925306,1.0236347394062466,5785211,6302932,-8.213970894815303,1059340,2020,10
4552,電機機械,430279,504458,401270,-14.704692957590124,7.22929698208189,3449644,4523719,-23.74318563995686,1160000,2020,10
4555,電機機械,131719,133981,98552,-1.6882990871840038,33.6543144735774,1306329,1119988,16.637767547509437,668800,2020,10
4557,汽車工業,140895,153191,133537,-8.026581196023265,5.510083347686408,1189580,1339032,-11.161197043834653,398080,2020,10
4560,電機機械,142638,113619,135238,25.54062260713437,5.47183483932031,994723,1471461,-32.398955867671646,679795,2020,10
4562,電機機械,56874,55816,75538,1.895513831159524,-24.70809393947417,540651,829014,-34.78385165992372,675460,2020,10
4564,電機機械,174288,170997,215568,1.9245951683362863,-19.149409930973054,1687168,2370226,-28.81826458742753,1801008,2020,10
4566,電機機械,327194,361444,316332,-9.4758800810084,3.433734178015502,2860542,3214293,-11.005561720726767,673050,2020,10
4571,電機機械,198357,201293,122086,-1.4585703427342231,62.473174647379714,1569192,1334864,17.55444749427657,476000,2020,10
