CapitalStock,Category,CompanyCode,CompanyName,CumulativeRevenues,CumulativeRevenuesLastYear,EPS,GrowthRateOfCumulativeRevenues,PreviousMonthRevenue,RevenueGrowthRateFromLastMonth,RevenueGrowthRateInTheSameMonthLastYear,ThisMonthRevenue,ThisMonthRevenueOfLastYear,YearMonth
1419345960,電子零組件業,2462,良得電,3679756,3906998,0.926157236099243,-5.816281451897339,427442,-4.873877625502407,0.6403116661963952,406609,404022,109/10
1955312260,其他電子業,2464,盟立,7199863,10628034,2.87500810623169,-32.25592804840481,769531,1.5185872953786137,-14.277923534323746,781217,911337,109/10
535873010,電腦及週邊設備業,2465,麗臺,3446843,2922477,-1.56052458286285,17.94251930810747,416541,2.8592623535258235,43.629945491481784,428451,298302,109/10
1563342260,光電業,2466,冠西電,1088317,2196801,0.180547505617142,-50.45900834895833,89992,-23.10649835540937,19.723865877712033,69198,57798,109/10
1492055480,電子零組件業,2467,志聖,3079081,3658106,1.29342043399811,-15.828546247703047,419251,-21.474725164638844,15.409397008353753,329218,285261,109/10
699612490,資訊服務業,2468,華經,1810689,1687268,0.420412212610245,7.314842692447199,216040,-37.11673764117756,-40.54885520235261,135853,228512,109/10
472538900,資訊服務業,2471,資通,591189,549880,1.08588492870331,7.512366334472976,64055,-2.452579814222153,20.83075495049505,62484,51712,109/10
1292198220,電子零組件業,2472,立隆電,6320788,5761182,3.62386679649353,9.713388676143195,710652,-9.508873541480218,11.93330757260869,643077,574518,109/10
7616180690,其他電子業,2474,可成,70035091,71812786,10.8563480377197,-2.4754575041831686,8095148,-23.258598854523722,-48.73185759569146,6212330,12117330,109/10
1849682980,電子零組件業,2476,鉅祥,3837670,4136781,2.3725700378418,-7.230525377098764,441611,-10.840083240680146,-8.440223609186207,393740,430036,109/10
1982165550,其他電子業,2477,美隆電,2381223,3176992,2.1488471031189,-25.047875474662824,338353,-6.898712291600784,-22.404394467503355,315011,405965,109/10
1447674890,電子零組件業,2478,大毅,4428708,3711537,1.68284404277802,19.3227495778703,537793,-17.083524701883437,18.96344277646017,445919,374837,109/10
1063602910,資訊服務業,2480,敦陽科,4452585,4368025,3.69381785392761,1.9358863559617905,509566,-5.074906881542332,12.50965286887915,483706,429924,109/10
3328149270,半導體業,2481,強茂,8399113,7521502,1.55445206165314,11.668028540044263,990697,-8.515519881457196,22.921746961316977,906334,737326,109/10
620725490,其他電子業,2482,連宇,703029,842459,0.919323682785034,-16.55036031427049,54136,9.716270134476135,-29.921185520789088,59396,84756,109/10
1090938070,電子零組件業,2483,百容,1454452,1500234,2.11297106742859,-3.051657274798465,158859,-8.754304131336594,0.8495035865610063,144952,143731,109/10
1594210220,電子零組件業,2484,希華,2112462,1921037,0.800440311431885,9.964670123480182,255641,-10.830031176532716,18.627088743293385,227955,192161,109/10
3176890370,通信網路業,2485,兆赫,6515266,6579562,-0.270339101552963,-0.9772079053286525,803040,-8.167837218569437,73.94962542222558,737449,423944,109/10
2019585790,光電業,2486,一詮,3359624,3026407,-1.19186842441559,11.010316854276375,403734,-8.079577147329678,20.222229421102078,371114,308690,109/10
799994330,其他電子業,2488,漢平,1437052,2185960,2.34396719932556,-34.2599132646526,232485,-18.40075703808848,-10.151983745459196,189706,211141,109/10
8093620450,光電業,2489,瑞軒,13363928,12444838,0.0656532347202301,7.385311082394162,1874502,-4.260544934067822,26.372634348180007,1794638,1420116,109/10
820080000,光電業,2491,吉祥全,174390,284519,4.1718544960022,-38.7070810736717,18185,14.885894968380533,-53.396239041691764,20892,44829,109/10
4858000000,電子零組件業,2492,華新科,28751227,25533237,10.6070165634155,12.60314154448964,3562907,-7.967061727965395,55.89778503821555,3279048,2103332,109/10
1144373900,電子零組件業,2493,揚博,2097135,2058879,1.960413813591,1.8580985089458875,231360,-16.047717842323653,-4.8977893113325335,194232,204235,109/10
2735515380,其他電子業,2495,普安,940216,1131970,0.529713034629822,-16.939848229193352,96067,4.582218659893616,-19.547565663036515,100469,124880,109/10
191854400,其他,2496,卓越,659729,739102,3.56801462173462,-10.73911313999962,60102,-1.805264383880736,-29.148708837052954,59017,83297,109/10
1187984630,汽車工業,2497,怡利電,1250718,1882311,1.92221367359161,-33.55412575286443,157519,6.363676762803218,0.9246542335309141,167543,166008,109/10
8186443850,通信網路業,2498,宏達電,4635865,8856627,-8.82137966156006,-47.65654012526439,816740,-47.4054166564635,-34.48198548589313,429561,655638,109/10
11595610590,建材營造,2501,國建,6731759,8573349,0.851451992988586,-21.480403982154463,1102410,-16.874121243457516,-55.398966433924485,916388,2054634,109/10
11800000000,建材營造,2504,國產,14952536,15387259,0.95285975933075,-2.825214029347267,1710250,2.2784972957170004,3.793601675680968,1749218,1685285,109/10
6965824790,建材營造,2505,國揚,10807347,1289271,-0.117273420095444,738.2525473697928,185047,-100.56201937886051,-100.6885593220339,-1040,151040,109/10
3870000000,建材營造,2506,太設,1909068,689042,0.463790327310562,177.06119510857104,43656,2820.267546270845,1681.169402724415,1274872,71575,109/10
2245505300,建材營造,2509,全坤建,753656,1525640,2.3924286365509,-50.600665950027526,65222,84.44543252276839,30.017833018103214,120299,92525,109/10
16233261470,建材營造,2511,太子,8956958,9780068,0.504065632820129,-8.416199151171545,903053,40.94875937514188,26.520899413836325,1272842,1006033,109/10
3947292780,其他,2514,龍邦,7999407,6108318,0.291407257318497,30.959242789913688,1017287,-24.335020500606024,1.4257290060745016,769730,758910,109/10
15308998220,建材營造,2515,中工,10885078,10158274,-0.0584717690944672,7.154798147795581,1235000,-3.26502024291498,26.159049844713774,1194677,946961,109/10
2262784570,建材營造,2516,新建,5032467,5885145,-0.281278222799301,-14.48864896276982,696071,-19.25205905719388,-3.5809983222915647,562063,582938,109/10
5037910000,建材營造,2520,冠德,16055446,10879570,3.57091736793518,47.574269938977366,1262003,80.89964920844086,31.462327276245144,2282959,1736588,109/10
3711930980,建材營造,2524,京城,7068231,4544845,2.78829073905945,55.52193749181765,859548,-19.672897848636726,-1.8357545616624156,690450,703362,109/10
2703060000,建材營造,2527,宏璟,2149084,5686070,1.87748157978058,-62.204404799800216,233167,26.423979379586306,-23.523414191205084,294779,385450,109/10
3299974090,建材營造,2528,皇普,169662,1319,1.05067598819733,12762.92645943897,21,806914.2857142857,806914.2857142857,169473,21,109/10
2707524660,建材營造,2530,華建,85908,8599,-0.791033625602722,899.0464007442725,703,6565.007112375533,7042.530487804878,46855,656,109/10
5927849620,建材營造,2534,宏盛,2135160,5315551,1.73866975307465,-59.83182176222183,271881,74.63596205692932,-21.177027217716834,474802,602365,109/10
3211855950,建材營造,2535,達欣工,12041701,8616816,2.03896021842957,39.746525862917345,1078416,26.920131006958353,57.59158023690658,1368727,868528,109/10
3328086520,建材營造,2536,宏普,3800833,2307862,1.63712668418884,64.69065308064347,741024,-53.48193850671503,223.32526685050743,344710,106614,109/10
3005577950,建材營造,2537,聯上發,1476107,749560,NaN,96.92979881530498,0,,,115,0,109/10
4384487640,建材營造,2538,基泰,195810,148202,-0.19042381644249,32.123723026679805,21879,-41.31815896521779,11.025596679349706,12839,11564,109/10
5566798120,建材營造,2539,櫻花建,2672107,3437390,2.85785818099976,-22.263490613517813,19249,2576.6169671151747,-9.323031705664429,515222,568195,109/10
1466000000,建材營造,2540,愛山林,3589617,1757563,0.822004914283752,104.23831179878047,572349,-37.67491513045362,59.70281559613723,356717,223363,109/10
12832916270,建材營造,2542,興富發,19753279,18726593,1.76245033740997,5.48250287705831,4509736,-57.02752888417415,29.147945902935035,1937945,1500562,109/10
2419837880,建材營造,2543,皇昌,5151162,4455236,0.0334741175174713,15.620407089545873,596821,5.712265486636697,17.64926361171508,630913,536266,109/10
3277348080,建材營造,2545,皇翔,5166558,2286927,2.92254209518433,125.91704938548541,1621105,-69.99404727022618,51.94892011270562,486428,320126,109/10
1060356600,建材營造,2546,根基,11325589,9082365,3.16430020332336,24.698677051626973,860732,26.808693065902045,41.22319434632633,1091483,772878,109/10
9000946490,建材營造,2547,日勝生,5297164,5062340,1.0011955499649,4.638645369532667,855406,-55.60412248686588,-6.816653825580425,379765,407546,109/10
2768127260,建材營造,2548,華固,10037875,19076348,7.672447681427,-47.38052063214615,705136,-72.98294229765605,-91.6955495447977,190507,2294035,109/10
1350000000,建材營造,2597,潤弘,10820321,8974520,4.88387870788574,20.56712782410647,1419242,1.2698327698870242,11.623225481767284,1437264,1287603,109/10
6308831500,貿易百貨,2601,益航,5130352,6406305,1.83803308010101,-19.917144125982137,719017,-12.861587417265516,4.374972929209466,626540,600278,109/10
48129737860,航運業,2603,長榮,163003090,158576527,0.400630861520767,2.7914364652468393,19354963,4.898697042200494,27.005053152559167,20303104,15986060,109/10
5853532970,航運業,2605,新興,3515825,3121547,-0.297409385442734,12.630852586874393,280116,9.658141627040226,-18.52427534694224,307170,377008,109/10
8450557120,航運業,2606,裕民,6892326,8402781,1.18178379535675,-17.975655916773267,950312,-18.345448652653022,-12.275721574253385,775973,884559,109/10
10671410940,航運業,2607,榮運,5828625,6455772,0.567160606384277,-9.71451594015402,578383,0.2666053462843825,-10.847564978239381,579925,650487,109/10
4670004980,航運業,2608,嘉里大榮,10112721,9728336,2.72783207893372,3.951189597069838,1116177,-11.050577103810596,-5.485612452484966,992833,1050457,109/10
26013357280,航運業,2609,陽明,119750895,124946899,-1.69116723537445,-4.1585697937169295,13557209,6.982388484237426,24.099157991143883,14503826,11687288,109/10
54209846500,航運業,2610,華航,95067514,140587488,-0.592249631881714,-32.378396290856266,8853298,9.035017233126005,-32.47576559903866,9653195,14295897,109/10
1729942470,航運業,2611,志信,496881,747149,-0.625931859016418,-33.49639763956051,50636,2.887273876293546,-30.12044960699627,52098,74554,109/10
1974845930,航運業,2612,中航,2608824,3151621,0.778141617774963,-17.222787892325886,257142,4.2163473878246265,-13.319511066977613,267984,309163,109/10
1484234580,航運業,2613,中櫃,2336315,2371336,-0.00895020365715027,-1.4768468070319853,254887,-10.292796415666551,-8.16156033610205,228652,248972,109/10
5567898890,貿易百貨,2614,東森,3834332,2460202,1.67422091960907,55.854356674777115,463408,-5.950048337534096,19.11640110415699,435835,365890,109/10
22182974660,航運業,2615,萬海,61904762,60137346,0.251317173242569,2.9389657468422365,7062932,12.856473770383179,31.459525071968162,7970976,6063445,109/10
1372818270,油電燃氣業,2616,山隆,13169573,14927840,2.00171279907227,-11.778442159079948,1391048,-6.982289611860986,-14.20811041440543,1293921,1508209,109/10
4172944870,航運業,2617,台航,2066986,2633402,1.1119190454483,-21.508907489247747,201865,2.488792014465113,-23.1846821592601,206889,269333,109/10
48535694900,航運業,2618,長榮航,74523400,149080136,0.148722559213638,-50.01118056398875,5928342,11.302367508487196,-57.08229026445341,6598385,15374504,109/10
1201200000,航運業,2630,亞航,3372429,3157874,0.135978013277054,6.794286282479922,389166,-14.19651254220564,0.9721714045533303,333918,330703,109/10
56282930580,航運業,2633,台灣高鐵,31526072,39352101,1.41937410831451,-19.88719484126146,3364751,15.819833324962234,-3.6457640520390395,3897049,4044502,109/10
9418671010,航運業,2634,漢翔,16860856,23179981,1.42351055145264,-27.261131059598366,1653395,12.77389855418699,-28.285492200279304,1864598,2600029,109/10
1171574020,航運業,2636,台驊投控,11735450,9297979,2.29813694953918,26.215062434535504,1398769,3.5408276849143783,39.786078501584335,1448297,1036081,109/10
7464091990,航運業,2637,慧洋-KY,9743853,11606235,3.30611205101013,-16.046392305515095,1019377,6.79846612195488,-8.169658710470312,1088679,1185533,109/10
954670000,航運業,2642,宅配通,3267092,3052876,1.49998939037323,7.01685885702531,356032,-15.692128797411469,2.504533362474345,300163,292829,109/10
4499678380,觀光事業,2701,萬企,212642,292728,0.715643167495728,-27.35850345713427,23576,-1.0476756023074312,-19.76268271711092,23329,29075,109/10
1104855380,觀光事業,2702,華園,652291,1259944,-0.758229732513428,-48.22857206352028,63103,17.88029095288655,-49.84796488696813,74386,148321,109/10
3669233430,觀光事業,2704,國賓,1623019,2364489,1.390580534935,-31.35857261336382,207869,-9.51705160461637,-16.670654013486093,188086,225714,109/10
1865366300,觀光事業,2705,六福,1326938,1815234,-1.7371209859848,-26.899892796190464,116944,50.485702558489535,-17.83551602586549,175984,214185,109/10
4999983460,觀光事業,2706,第一店,217136,285474,0.606670260429382,-23.93843222149828,23454,8.122281913532873,-11.975424346558366,25359,28809,109/10
1274019720,觀光事業,2707,晶華,4373859,5349734,8.46228122711182,-18.241561169209536,499371,0.5975517200638403,-2.145816573199499,502355,513371,109/10
1050000000,觀光事業,2712,遠雄來,475963,370769,-0.284521192312241,28.371843384964762,56442,13.029304418695299,66.21765977957844,63796,38381,109/10
1115229610,觀光事業,2722,夏都,636526,651546,0.518255591392517,-2.3052861962163838,67499,16.422465518007673,23.730948482176597,78584,63512,109/10
1800000000,觀光事業,2723,美食-KY,16189744,19350524,4.15943336486816,-16.334338026195052,1850850,-5.6251992327849365,-9.073087240042206,1746736,1921033,109/10
769878830,觀光事業,2727,王品,12338088,13660059,4.33366537094116,-9.677637556323878,1321266,9.494605930978318,18.02509281928324,1446715,1225769,109/10
700000000,觀光事業,2731,雄獅,5945155,25716006,2.68634128570557,-76.88149940546755,321722,-6.625906838823581,-88.81078586532269,300405,2684773,109/10
1115260000,觀光事業,2739,寒舍,2217373,3618693,0.871865510940552,-38.72447869990629,261824,6.4677034954778785,-25.981922848160423,278758,376608,109/10
754825500,觀光事業,2748,雲品,1421250,1912534,2.54366493225098,-25.687595619215134,150386,45.57937573976301,8.748304928993289,218931,201319,109/10
103847236060,金融保險業,2801,彰銀,22965757,26907350,0.753934860229492,-14.648759539679679,1992630,-0.051539924622232926,-20.147844143388852,1991603,2494113,109/10
11212342650,金融保險業,2809,京城銀,7047553,7021079,3.13772177696228,0.37706455090449775,1059797,-28.250410220070446,10.614094423472764,760400,687435,109/10
39016943130,金融保險業,2812,台中銀,9371432,9982015,1.5904449224472,-6.116831120770706,920040,1.0797356636667972,-1.6918980231062213,929974,945979,109/10
2236080000,金融保險業,2816,旺旺保,6705003,6747712,2.52630758285522,-0.6329404693027799,650699,4.962816909200721,-5.0577166877960895,682992,719376,109/10
13429600000,金融保險業,2820,華票,2094907,1685689,0.876494646072388,24.27600820791973,209665,11.096749576705697,42.9656044387705,232931,162928,109/10
44635823040,金融保險業,2823,中壽,254993295,285130687,2.46032500267029,-10.569676774215466,22228793,-17.67678074108657,-25.06955736949013,18299458,24421927,109/10
3622004000,金融保險業,2832,台產,4473852,4345846,1.66969406604767,2.9454794302421208,428776,-1.3286657835326605,5.207939602522529,423079,402136,109/10
74885834570,金融保險業,2834,臺企銀,18185593,19668885,0.482225328683853,-7.541312077425843,1802504,1.4540328343238074,5.907300063531188,1828713,1726711,109/10
10809164860,金融保險業,2836,高雄銀,3110132,3082805,0.370759755373001,0.8864329725688131,305496,-6.41579595150182,0.41656422324470516,285896,284710,109/10
32933688060,金融保險業,2838,聯邦銀,11657800,11465523,1.34934043884277,1.6770015637315454,1095905,2.5689270511586315,-3.048217222888755,1124058,1159399,109/10
7609436000,建材營造,2841,台開,285574,332284,1.39326870441437,-14.057252230020103,24537,39.943758405673066,-7.284803974511286,34338,37036,109/10
34481044410,金融保險業,2845,遠東銀,9461338,9936330,0.989432215690613,-4.78035653002668,780289,18.548127680897718,-10.451162466504545,925018,1032976,109/10
19579100500,金融保險業,2849,安泰銀,4836005,5336902,0.692038536071777,-9.38553865144985,485408,-11.779575120311161,-24.373768198868333,428229,566244,109/10
3159633000,金融保險業,2850,新產,13552439,12956847,4.94253206253052,4.59673561013725,1423804,-1.513972428789356,10.518177103611777,1402248,1268794,109/10
5903887500,金融保險業,2851,中再保,14697820,13540108,1.77685105800629,8.550241992161363,1356269,4.700542444013688,10.241518515643195,1420021,1288100,109/10
3011637840,金融保險業,2852,第一保,4778518,4997275,1.62691843509674,-4.377525751534586,519676,-14.206928932642647,-11.952350953553633,445846,506369,109/10
13998378290,金融保險業,2855,統一證,6740247,5815567,1.13095438480377,15.900083345269687,147954,224.5157278613623,-30.714694919485527,480134,692981,109/10
23719714710,金融保險業,2867,三商壽,123170145,146891717,1.60728561878204,-16.149019484876742,8190481,37.33774609818398,-12.347325400976345,11248622,12833176,109/10
128547788100,金融保險業,2880,華南金,32281596,39628999,0.927698731422424,-18.540470830464326,3505897,4.51068585300709,3.243050113794445,3664037,3548943,109/10
115002639950,金融保險業,2881,富邦金,402375822,372625990,4.25882148742676,7.983831723600385,21210963,52.51564485780302,6.317105406897281,32350037,30427876,109/10
147025101280,金融保險業,2882,國泰金,517187307,433849808,4.39907121658325,19.20883620628455,35012385,24.245649075320063,-14.95188157778899,43501365,51149121,109/10
149710975990,金融保險業,2883,開發金,183160212,205250624,-0.517752766609192,-10.762652784919183,17275915,-41.68860520557088,-36.774008135418164,10073827,15933047,109/10
125671000000,金融保險業,2884,玉山金,46823880,45408277,1.15020799636841,3.1174999218754764,4106126,2.6658217502336754,-8.35140323453768,4215588,4599730,109/10
121374359140,金融保險業,2885,元大金,91848460,86812687,0.506908774375916,5.800733941111626,9260523,-7.919315140192406,-6.095966064327569,8527153,9080710,109/10
135998239830,金融保險業,2886,兆豐金,50020937,55267372,1.40046226978302,-9.492825169975514,4240770,-1.5442714412712786,-26.647728121192635,4175281,5692095,109/10
117115661700,金融保險業,2887,台新金,37100238,36723847,0.0764210522174835,1.0249225795979382,3951064,-12.827911671387758,-6.818598701714004,3444225,3696258,109/10
130953940630,金融保險業,2888,新光金,230452794,223845392,0.162156373262405,2.951770389805478,13414474,-16.33105405400167,-31.406480936882286,11223749,16362696,109/10
28964816950,金融保險業,2889,國票金,6924377,5892329,0.601249933242798,17.515111596789655,633205,1.2918407150922686,12.385272874459876,641385,570702,109/10
112810541060,金融保險業,2890,永豐金,32433422,31006953,1.01950347423553,4.600481059844868,3170790,-3.7236461575821798,-3.1970410405318974,3052721,3153541,109/10
199969795690,金融保險業,2891,中信金,173360213,219828100,1.41228783130646,-21.138283504247184,13092416,-0.1570680308355616,-39.011826436852985,13071852,21433421,109/10
128358010780,金融保險業,2892,第一金,48939186,52319056,1.06185328960419,-6.4601127359790285,4758442,16.588433777274158,5.452003577290478,5547793,5260965,109/10
30330063010,金融保險業,2897,王道銀行,6689028,7037562,-0.225892752408981,-4.952482123780935,601719,13.034821901917672,9.501300842327606,680152,621136,109/10
730432830,貿易百貨,2901,欣欣,89416,108345,0.134692341089249,-17.471041580137523,8876,7.401982875168995,-14.792634966035038,9533,11188,109/10
14169405890,貿易百貨,2903,遠百,28820569,29484754,0.882659792900085,-2.252638770532052,2773285,34.54513329859715,10.582072363254218,3731320,3374254,109/10
690344320,其他,2904,匯僑,443878,427362,1.60838556289673,3.864639345566522,43834,1.9140393302003011,8.828473288021632,44673,41049,109/10
9093509560,貿易百貨,2905,三商,165545801,184721824,3.2309033870697,-10.381027311640231,16179715,3.5212177717592676,-24.234075797959562,16749438,22106822,109/10
2091110930,貿易百貨,2906,高林,5376636,5970937,0.522872924804688,-9.95322844638957,569773,-16.19504609730542,-10.351573500752862,477498,532634,109/10
5098875580,貿易百貨,2908,特力,34255814,31989561,0.812531113624573,7.08435167334744,3901606,-11.270487076347536,15.578982300958819,3461876,2995247,109/10
2087250000,貿易百貨,2910,統領,408409,566851,0.386980921030045,-27.951260560535307,46476,3.7331095619244343,-63.462675255778706,48211,131950,109/10
1846777750,貿易百貨,2911,麗嬰房,3246476,4084326,-2.24142980575562,-20.51378856633873,371767,23.968776142045957,-6.010629185802736,460875,490348,109/10
10396222550,貿易百貨,2912,統一超,214018116,212892414,9.59297275543213,0.5287656703446465,22106331,-1.965133879520758,-0.45252668195008927,21671912,21770429,109/10
7900000000,貿易百貨,2913,農林,258456,251088,-0.30199870467186,2.934429363410438,26106,22.44694706197809,13.753958933845771,31966,28101,109/10
5648605940,貿易百貨,2915,潤泰全,2311848,2998596,16.1660022735596,-22.90231828495736,154100,23.137573004542507,-17.58275168630585,189755,230237,109/10
17402969820,建材營造,2923,鼎固-KY,12149807,4701341,4.6672625541687,158.4327960894562,5636921,-87.9200010076423,87.43961352657004,680940,363285,109/10
949552920,貿易百貨,2929,淘帝-KY,2148405,5645179,10.6280717849731,-61.94265939131425,176192,83.85170722847802,-58.80169152014244,323932,786275,109/10
765556960,貿易百貨,2936,客思達-KY,8645963,9785909,-1.17382895946503,-11.648851425043908,936471,2.2130957605734722,4.6052969493637,957196,915055,109/10
455486650,貿易百貨,2939,凱羿-KY,1579980,1942773,3.81695675849915,-18.673977865659033,208545,-49.625740247908126,-47.19229899213311,105053,198935,109/10
1020000000,電腦及週邊設備業,3002,歐格,675910,553937,0.747063279151917,22.019291002406412,91648,-10.594884776536313,49.121881085409576,81938,54947,109/10
1556548900,電子零組件業,3003,健和興,2692151,2883779,2.21516633033752,-6.645030704502668,283908,6.630669089986897,-4.083074583359736,302733,315620,109/10
526471550,鋼鐵工業,3004,豐達科,1441795,2352355,6.43114280700684,-38.70844324092239,85263,-3.796488512015763,-66.57048538941191,82026,245370,109/10
5843961500,電腦及週邊設備業,3005,神基,22555972,22271741,3.32480645179749,1.2761956957024598,2443731,1.108428055297412,5.309103493953977,2470818,2346253,109/10
2857589250,半導體業,3006,晶豪科,12399853,9939320,2.63934707641602,24.755546657115374,1596738,-4.410241379612685,47.69237617132617,1526318,1033444,109/10
1341401970,光電業,3008,大立光,45789574,49001510,161.069900512695,-6.5547694346561975,5124654,0.2568173383022542,-22.316652836980662,5137815,6613792,109/10
2313901380,電子通路業,3010,華立,48379804,45299747,4.39116334915161,6.799280799515282,5835215,-13.802079272143358,8.544902170408605,5029834,4633874,109/10
1127192510,電子零組件業,3011,今皓,1090665,1129179,-0.777982115745544,-3.4107966938811294,116761,-2.433175460984404,2.5234889664854747,113920,111116,109/10
1559350180,電腦及週邊設備業,3013,晟銘電,5040220,4706873,0.408931761980057,7.082132872503677,504617,-8.533204390656676,-3.4446041299268026,461557,478023,109/10
1610801240,半導體業,3014,聯陽,3923676,3018096,2.49078249931335,30.005009781001004,511233,-9.184070668364523,38.82133086157664,464281,334445,109/10
1872619500,電子零組件業,3015,全漢,12201996,11666783,0.505504608154297,4.5874942561287035,1571831,-16.361237308591065,5.084696990043548,1314660,1251048,109/10
2774912130,半導體業,3016,嘉晶,3336986,3218008,-0.104121059179306,3.6972561907863497,334075,-0.07213948963556088,6.109410609224667,333834,314613,109/10
3533101570,電腦及週邊設備業,3017,奇鋐,32630663,29654745,2.77297496795654,10.03521696106306,3482204,0.2553555162190383,4.4718153805455545,3491096,3341663,109/10
735121320,其他電子業,3018,同開,1272223,875013,-1.07712185382843,45.39475413508142,132687,-11.916766525733493,75.69903788334335,116875,66520,109/10
2810839010,光電業,3019,亞光,12821500,15409941,2.5553891658783,-16.79721551172714,1549190,-6.105255004228016,15.374389659668838,1454608,1260772,109/10
940000000,電子零組件業,3021,鴻名,2227714,2083028,1.16550815105438,6.9459459978454445,248594,-0.4935758706967988,19.886107543557806,247367,206335,109/10
1765977900,電腦及週邊設備業,3022,威強電,4662132,4738929,2.79955220222473,-1.6205560370286198,500211,-3.4633384711651685,19.74730629502424,482887,403255,109/10
2327774680,電子零組件業,3023,信邦,17782703,15482729,6.71793937683105,14.855094344155996,2053416,-2.4328241330543836,40.94203357350589,2003460,1421478,109/10
2771574960,光電業,3024,憶聲,1095255,1164183,0.0499404966831207,-5.920718649902979,80576,0.960583796664019,-23.386261324894992,81350,106182,109/10
709205500,通信網路業,3025,星通,453893,404276,0.692967057228088,12.27305108391297,38024,32.161266568483065,80.8963282937365,50253,27780,109/10
1579907790,電子零組件業,3026,禾伸堂,12198021,12235617,3.82019329071045,-0.3072668914040052,1565645,-20.782233520370198,-11.27132066886914,1240269,1397822,109/10
988563110,通信網路業,3027,盛達,704168,527861,0.226228386163712,33.40027014687579,92884,-16.21161879333362,78.14045046694744,77826,43688,109/10
2138248640,電子通路業,3028,增你強,27406311,22113352,-0.00556537508964539,23.935579734813608,4137283,-23.00101298364168,56.87820031103158,3185666,2030662,109/10
1249632120,資訊服務業,3029,零壹,8411833,7478473,2.087735414505,12.480622715359138,786785,3.369027116683719,-18.498260818152026,813292,997883,109/10
2362160000,其他電子業,3030,德律,4304226,3640818,3.50101447105408,18.221399696441843,414314,-28.54356840463996,-26.409278693903524,296054,402298,109/10
1816742240,光電業,3031,佰鴻,1103770,1459170,1.11212003231049,-24.35631215005791,135857,-20.32725586462236,-19.830389216013035,108241,135015,109/10
1132856260,電子零組件業,3032,偉訓,7375832,6302893,2.24029445648193,17.022960726130048,1111628,-21.702493999791297,27.58104116737392,870377,682215,109/10
3677512420,電子通路業,3033,威健,48128620,39432458,1.33329200744629,22.053309484283226,5890464,-9.951372251829397,24.261609256904013,5304282,4268641,109/10
6085114690,半導體業,3034,聯詠,65070408,53481602,12.8436164855957,21.6687712533368,7974144,-5.096647364281357,34.298526035287274,7567730,5635006,109/10
2485503130,半導體業,3035,智原,4540604,4335549,1.07769930362701,4.729620170363661,500989,-5.104702897668412,10.185459871879258,475415,431468,109/10
9191902620,電子通路業,3036,文曄,278754886,274854304,4.07650423049927,1.4191453228980544,36376047,-4.62679465968361,-4.79775334455739,34693002,36441369,109/10
15047323330,電子零組件業,3037,欣興,73252621,67792926,1.11408746242523,8.053487763605306,7924868,0.14757343592347533,1.3632103701921345,7936563,7829826,109/10
1624076030,光電業,3038,全台,3120922,3454847,1.39954435825348,-9.665406311770102,311844,-10.972152743038185,-25.403709017824998,277628,372174,109/10
630000000,其他,3040,遠見,123720,164499,0.73987352848053,-24.78981635146718,14316,-4.721989382509081,-15.802469135802468,13640,16200,109/10
1945397460,半導體業,3041,揚智,1661470,1633029,-1.33835542201996,1.7416102224761472,172399,-4.43854082680294,9.675593989867721,164747,150213,109/10
3097570400,電子零組件業,3042,晶技,8901754,6801340,2.16824221611023,30.88235553582088,1177462,-7.700121107942337,35.030707547111206,1086796,804851,109/10
1948781660,其他電子業,3043,科風,858641,980818,-0.522741794586182,-12.456643332402138,90298,0.1816208553899311,-20.656416373571435,90462,114013,109/10
5256058980,電子零組件業,3044,健鼎,45347057,45248959,9.98821926116943,0.21679614773016104,5515802,-11.01769062776365,2.327299716874528,4908088,4796460,109/10
35093764920,通信網路業,3045,台灣大,104871599,100771607,3.11503863334656,4.068598409867573,10194706,2.3502198101642167,-0.23104722412498657,10434304,10458468,109/10
714480130,電腦及週邊設備業,3046,建碁,1315335,1473242,-3.6359179019928,-10.718334122975044,124890,-0.33629594042757627,14.832138606736597,124470,108393,109/10
1864916330,通信網路業,3047,訊舟,5300091,4454851,0.291832596063614,18.973474084767368,647966,-10.854581876209554,32.87816189258076,577632,434708,109/10
2225725400,電子通路業,3048,益登,85495904,79724386,1.27268278598785,7.239338287283894,10185128,3.525218337953141,4.487341278559256,10544176,10091343,109/10
8069485290,光電業,3049,和鑫,2514393,3628863,1.18698704242706,-30.711272373743512,235354,54.09553268693118,3.7296570660412436,362670,349630,109/10
1459844500,光電業,3050,鈺德,818819,846776,0.504421591758728,-3.301581528054645,83628,4.360979576218491,-9.717696469395566,87275,96669,109/10
3253323960,光電業,3051,力特,1945409,2078028,-0.639091849327087,-6.381964054382328,204092,20.13454716500402,3.4762901564900317,245185,236948,109/10
2287135540,建材營造,3052,夆典,4577332,1060602,0.1392802298069,331.5786694726203,446649,6.764372023669593,323.05378862481035,476862,112719,109/10
878480330,半導體業,3054,立萬利,261385,98740,-0.282978385686874,164.72047802309095,13083,-43.032943514484444,-50.12046580109758,7453,14942,109/10
1024419180,電子通路業,3055,蔚華科,2627704,1847919,0.384977012872696,42.19800759665332,488513,-41.117841285697615,21.058966621634703,287647,237609,109/10
2092877080,建材營造,3056,總太,1645060,3164262,2.81540632247925,-48.01125823335742,2833,39.32227320861278,-88.91572355303434,3947,35609,109/10
